Как бы нам не пополнить ряды его участников?	4
И папа сдержал своё слово: он пошёл со мной в цирк и купил билеты во второй ряд, и я радовался, что мы так близко сидим, и представление началось, и я начал ждать, когда появится девочка на шаре.	1
Лежат сплошными рядами и не шевелятся, - добавила Зоя.	1
Друзья подождали, пока все усядутся, и заняли свободные места в девятом ряду.	1
Вечерами надо поспеть в академию раньше других и занять место в первом ряду.	1
Казалось бы, сегодняшние технологии позволяют легко исполнять невероятно сложные рисунки, но никто не придумывает ничего такого, что можно было бы поставить в один ряд со старым искусством.	1
На рынке же, где-то в задних рядах, специально вывезенная из республики пожилая тётушка готовит на всех за деньги густой суп из картошки и мяса ― бозбаш, фрикадельки со сливой в сердцевине ― кюфту, суп из кислого молока с рисом и зеленью ― довгу.	1
Присаживайтесь в позе кучера на восьмом ряду…	1
В модели Chrono 4 маленькие циферблаты расположены в ряд, как и приборы автомобиля.	1
Задний, президентский, ряд сидений оборудован складывающимся столиком, а центральное место украшено геральдикой президента Соединённых Штатов.	1
В автосалоне компании появился новый Defender английской сборки модельного ряда 2002 года.	1
Ещё одна причина повышения цен― обновление модельного ряда.	1
Это лицо всего нового европейского ряда Mitsubishi.	1
. Были созданы аппаратурные ряды со стационарными нейтронными источниками (ДРСТ-1, ДРСТ-3, МНК-2 и др.), импульсные генераторы нейтронов (ИГН-1, ИГН-4, ИГН-6 и др.) и скважинные гамма-спектрометры (ГК-С).	1
По другой классификационной основе символ определяется как знак, значением которого является некоторый знак другого ряда или другого языка.	1
1. 6. Какой длины получился бы ряд из плотно уложенных друг к другу своими гранями кубиков объёмом 1 мм 3 каждый, взятых в таком количестве, сколько содержится их в 1 м 3?	1
Пожалуй, только сейчас становится ясно, что Лев Толстой― не только великий художник и моралист, но и религиозный мыслитель, место которого― без всякого преувеличения ― в одном недлинном ряду с величайшими религиозными учителями и пророками человечества.	1
Созданный в стиле социалистического классицизма, он украшен по периметру рядом белых колонн и пилястр, в фойе, опоясывающем зрительный зал, копии скульптур античных мастеров.	1
В одном ряду с этой акцией, по мнению американских властей, стоят взрыв дискотеки на индонезийском острове Бали и нападение на французский супертанкер "Лимбург" у берегов Йемена.	1
Странно, однако, что французские киноакадемики проигнорировали сценарий картины и― вот уж скандал из скандалов ― исполнительницу главной роли Одри Тоту, вмиг ставшую после "Амели" европейской звездой первого ряда.	1
Так что Павлу оставалось собирать лишь "малую историю искусства" ― второстепенные работы великих мастеров или же качественные вещи художников второго ряда.	1
Этот турнир, впервые проведённый в 1979 году, никогда не стоял в одном ряду с турнирами Олимпийских игр или чемпионатами мира.	1
Но прибавить в весе всё равно мне не мешало бы.  Может, второй ряд зубов вставить?  Хотя наедать надо не жиром, а мышцами.	1
Женщина в свете одинокого софита медленно поворачивается ― даже в последних рядах огромного амфитеатра слышно тяжёлое дыхание уставшей танцовщицы, ― затем опускается на помост, сворачивается калачиком и тоже исчезает в темноте.	1
Хотя он не говорит по-французски, получился красивый звуковой ряд.	1
Весь доморощенный панк Страны Советов-от первого отечественного представителя этого стиля Андрея "Свина" Панова до звезды сибирского рока Егора Летова ― поклонялся ей как иконе и ставил её в один ряд с Sex Pistols и Clash, почитаемых за основателей панк-рока.	1
Музыкальное сопровождение однозначно обогатило визуальный ряд и настроение почти полуторачасового фильма Сергея Эйзенштейна о восстании на русском корабле и его жестоком подавлении.	1
Но тут, откуда то из первых рядов выскочил молодой человек в очках, с длинными кудрями, брюнет и красавец.	1
А здесь― длинный ряд писсуаров, до которого наконец добредает наш японец.	1
[Perfect Enemy, nick]   Молодой, наглый, эгоистичный и самонадеянный вампир вышел у него на пять.   Второй серьезный плюс картины – визуальный ряд.   И дело не только в хорошем операторе, но и во всевозможных визуальных вкусностях.	1
[Zmey-Aspid, nick]   Неужели нужно выделять кого-то из длинного ряда исполнителей, подчёркивать, как далась ему роль, или вообще сравнивать образы с историческими портретами?	1
я так и думала тебя в первых рядах увидеть! старая гвардия не сдаётся! -)))))))))) да, фотка тёмная, ещё в июне дома прикалывался.	1
Рисунки были выставлены на стенде, и в первом ряду поставили те, которые были признаны лучшими.	1
На дно кастрюли положить крест-накрест небольшие деревянные палочки, влить вино, уложить в 2-3 ряда выпотрошенную и посоленную форель.	1
Банк России планирует в 2003 году выпустить в обращение наличные банкноты нового образца, а также раширить купюрный ряд.	1
Суеты не было только в первом ряду, где расположился высший совет партии.	1
Вопрос ― "кому?" в данном случае не слишком важен ― структуры, в принципе способные выделять подобные деньги "на политику", ограничиваются на российских просторах не слишком длинным рядом "олигархов" плюс собственно властные структуры, среди которых эльбрусом (или эверестом, или килиманджаро ― кому как нравится) выделяется администрация президента.	1
Тем более что подворье директорши было устроено: не плетнёвые катухи, а кирпичные, под шифером стойла в один ряд.	1
Поверх оград в три ряда протянули колючую проволоку.	1
Сын: "Неужели не могли написать:" конец ""кончина "или" погибель "? ― приводит целый синонимический ряд.	1
В зале сдвинуты к стенам обеденные столы, другие столы перевернуты на них ножками вверх, рядами расставлены стулья, но сидело немного народу: молодые парочками разбрелись в темноту, пришли поскучать после ужина пожилые люди, пока пища переваривается.	1
Бабка была, кажется, наделена куда более сильным темпераментом, чем другие кровники, и желала из ряда вон выходящих вещей.	1
― Не демобилизовывайте масс! ― крикнул Тёткин. ― Пойдем стройными рядами на трехразовое питание.	1
― Отлично, ― оживился старик. ― Володя, если нетрудно, введите пациента.   Шум в рядах, потом ждущее молчание.  Появился черноглазый Володя, держа в руке ведро, из которого Торчала палка.	1
Кран становился в ряд с другими примерами бесхозяйственности, глупой, преступной.	1
Если бы сейчас появился новый Ленин и кликнул клич, Ирина оказалась бы в первых рядах.	1
Верней, на одной: он облюбовал звёздную войну, где появлялась армада разноцветных космических кораблей-уродышей, которые выстраивались в несколько рядов и, помахивая крылышками, как у бабочек, нависали сверху, двигались вправо-влево.	1
Сологдин обнажил в довольной улыбке неполный ряд округло-продолговатых зубов:	1
Дом Матрёны стоял тут же, неподалёку, с четырьмя оконцами в ряд на холодную некрасную сторону, крытый щепою, на два ската и с украшенным под теремок чердачным окошком.	1
Посреди барака шли в два ряда не то столбы, не то подпорки, и у одного из таких столбов сидел однобригадник Шухова Фетюков, стерёг ему завтрак.	1
Зяма и Олеся сидели в первом ряду, так сказать, виновники торжества.	1
Но когда я свешивался вправо, две ножки кровати на секунду повисали в воздухе и в следующий момент громко ударялись в пол, и звук выходил мрачный, странным образом дополняющий синюю полосу света между двумя рядами кроватей.	1
Въехав сюда два года назад, Алёша и побелил, и покрасил, и наклеил на прокопчённые стены светленькие обои с нежным узором, на котором в ряды пузатеньких ваз заглядывают слева и справа изгибающиеся розовые цветочки, а уже через полгода всё опять потемнело и утонуло в безысходной тоске.	1
Когда все были рассажены, появилась ещё более классная семья, Шура-Шашка и Игорек-Чума, которые гордо прошли вперёд и сели в полупустой первый ряд.	1
Глаза заметались, дыхание прервалось, увидел он себя зачисленным на хозяйственно-правовой факультет, причём фамилия стояла не в алфавитном ряду, а в самом низу, от руки приписанная.	1
Ничего из ряда вон не случилось, пока нам больно ― это ещё жизнь.	1
Как всякого вольнонаёмного, его произвели для однообразия и ровности рядов в младший офицерский чин.	1
Внизу под тёмными кронами тополей слабо отсвечивал асфальт от единственной в фонаре лампы, белели крыши нескольких автомобилей, приткнутых на ночь в ряд у бордюра.	1
В самолёте разместились двумя рядами вдоль стен― человек восемнадцать парашютистов, все молчали.	1
Явился на свет, зачесывая расчёской волосы набок, при двух рядах наград на гимнастёрке и, пристально глянув на дивчину, мятую, патлатую со сна, поинтересовался:	1
Резко поворачивался направо и налево, маршировал по классу между рядов.	1
Подавив глубоко вздохи,   Дружно выстроились в ряд,   "С днём рожденья", ― говорят.	1
В разных концах зала откуда ни возьмись появились "рядовые" чертенята и заметались между рядами, то и дело с треском взрывая хлопушки-бомбочки.	1
5) они видели своими глазами, что Мост имеет два трамвайных пути, два железнодорожных, проезжую часть в шесть рядов автомашин, обзорную вышку и сетку для самоубийц;	1
Мне вспомнилась больничная палата, уставленная койками в два ряда.	1
Шляпы он на этот раз каким-то чудом не потерял, и было похоже, что в ряду прочих обстоятельств его жизни это событие является одним из самых радостных.	1
Они постелили полотенца, закопали в песок лимонад и улеглись в ряд, подставив спины солнцу.	1
Длинный сплошной ряд средневековых домов на улице Победы, реставрированных недавно и покрашенных в розовый, голубой, терракотовый, зелёный цвета, то заливался весёлым весенним солнечным светом, то омрачался внезапно и стремительно налетающими тучами.	1
И вот теперь, лет через пятьдесят, мы с женой полулежали в креслах с откинутыми спинками, в коридоре между двух рядов двойных, герметически закупоренных иллюминаторов, напоминавших прописное О, которое можно было истолковать как угодно, но мною они читались как заглавные буквы некоторых имён и фамилий.	1
Из тумана вышла лагерная ограда ― ряды проволоки, натянутые между железобетонными столбами.	1
И вдруг словно свет полярного сияния замерцал по рядам:	1
Даренский сошёл с машины, прошёл мимо стоявших в два ряда грузовиков, мимо крытых брезентом "катюш"…	1
По проложенному узкому и неверному следу двигаются пять-шесть человек в ряд плечом к плечу.	1
Два дня и две ночи он был там, в самых первых рядах, с противогазом на случай газовой атаки…	1
В первых рядах блестят голубые седины и розовые лысины знаменитых стариков.	1
Кто купит?   У ароматных сладких дынь свой ряд.  Они товар нежный.	1
Колючая проволока в два ряда, какие-то купальни вместо бараков, два дачных коттеджа вместо управления.	1
Мы прошли между двумя рядами яблонь, пересекли по тропинке густой тёмный вишенник и спустились к Алма-Атинке.	1
Красные, жёлтые, зелёные, чёрные, они поют, сидя на ветках деревьев.   А Шулейкин медленно ходит по рядам.  Он иногда останавливается.	1
В заднем ряду поднялся хорошо упитанный человек средних лет в белой водолазке со скучным лицом, которое трудно запомнить.	1
Свободных мест уже почти не было.  Только в предпоследнем ряду.   Я села, а на стул слева от меня должен был сесть Лёва после своего триумфа на сцене.	1
Он заметно выступал из ряда, словно делая шаг мне навстречу.	1
Солдаты миновали витрины "Динамо" с мотоциклом "Иж-Юпитер" и рядами двустволок, обувной магазин, пирожковую, за стёклами которой толпились люди, бордовый фасад с кариатидами, шумный перекрёсток на углу Литейного и Чайковского, а там дома внезапно раздвинулись, и они вышли на набережную.	1
Из оставшихся кораблей в Испанию прибыл после ряда злосчастных приключений лишь один―"Виктория".	3
Кроме того, соки имеют диетическое, а в ряде случаев и лечебное значение.	3
Несмотря на то, что сегодня СПС расходится с Путиным по целому ряду позиций.	3
В некоторых случаях переговоры будут выше моих возможностей: я сразу могу сказать, что с рядом губернаторов я могу договариваться, а вот с Юрием Лужковым будет договариваться непосредственно Явлинский.	3
Японская модель характерна также для Великобритании, Австралии и ряда стран Северной Европы.	3
В этой связи большие сомнения вызывает утверждение, что связи с Россией останутся в ряду приоритетных.	3
Прежде всего потому, что ей предъявлен ряд претензий.	3
― Действительно, в ряде стран, по поводу которых никто не сомневается, что они демократические, например в Бельгии, в Греции, законодательно закреплена обязательная явка всех граждан.	3
Несмотря на то что государственный орден Италии выдан музыканту вслед за французским орденом Почётного легиона и Государственным орденом Литвы, у итальянцев, кажется, всегда было больше оснований числить Башмета в ряду своих национальных героев.	3
Например, на филологическом факультете МГУ они регулярно оценивают своих преподавателей по целому ряду параметров: информативность и увлекательность лекций, последовательность и сложность изложения и т. п. (см. интервью).	3
В течение последнего года, ещё будучи замом Владимира Бабичева, он провёл серьёзную работу по реструктуризации региональных отделений движения ― как полагает ряд собеседников "Власти", именно для того, чтобы вывести их из-под влияния Рыжкова.	3
Кроме инвестиционной программы, постановление содержит ряд мер регулирования ценовой политики.	3
Это связано с нерешенностью ряда крупных вопросов, скажем, вопроса о коалиционной стратегии движения.	3
Под воздействием этого луча происходит "массаж" клеток, улучшается циркуляция крови, стимулируется метаболизм в клетках, происходит лимфодренаж и ещё ряд очень полезных для нашего внешнего вида процессов.	3
Появление электроники ― читай систем ABS, ESP и пр.― вызвало к жизни ещё ряд мутаций.	3
В ряде случаев с клиента потребуют оплатить некоторые опции.	3
Тем не менее в ряду аксессуаров от автопроизводителей эти галантерейные товары тоже есть.	3
Я изложил ему свои пожелания, на что Влад, так звали этого офицера ДПС, почесав коротко стриженный затылок, ответил по-военному чётко: "Сделаем недорого".  Правда, с рядом ограничений.  Невозможно, оказалось, например, подобрать сейчас серию номера так, чтобы первой буквой была "а". Влад пояснил, что ещё буквально год назад это было реально и тогда выбирали желаемое из снятых при перерегистрации и сохранённых в отделе старых номеров.	3
Действие аналогичного механизма наблюдается при разрушении инерции ожиданий в ряде эвристических задач, получивших название "головоломки".	3
В ряде заявленных проектов, а также докторских диссертаций, представлявшихся в ВАК Минвуза РФ, вероятно, характеризуемая ниже тенденция сохранится и в будущем.	3
Думается, что Даниил Борисович был бы рад услышать, что более поздние исследования А. В. Захаровой, М. Э. Боцмановой и ряда аспирантов подтвердили, что общение является системообразующим фактором деятельности младших школьников (начиная со II-III классов).	3
Метод применялся для анализа результатов лонгитюдного исследования коэффициента интеллектуального развития, дав возможность сделать ряд заключений о развитии российских детей до школы и в школьный период, а также о зависимости комбинированного влияния систематических факторов от уровня интеллектуального развития.	3
В русле широких проблем развития личности участники симпозиума рассмотрели вопросы соотношения ряда психологических понятий с понятиями смысла жизни и акме.	3
В области природопользования и охраны окружающей среды имеется ряд международных стандартов (ISO), межгосударственных стандартов серии ГОСТ 17…	3
Несмотря на то, что на сегодня лишь очень немногие плазменные ускорительные системы можно считать достаточно конкурентоспособными традиционным управляемым компактным генераторам нейтронов, возможности целого ряда нестационарных плазменных образований с сильными неоднородностями заряда и плотности частиц можно полагать весьма перспективными с точки зрения получения интенсивной эмиссии нейтронного излучения при относительно низких энергозатратах.	3
Так, в практической деятельности горнодобывающих предприятий известен ряд случаев, когда улучшение (увеличение) количественных характеристик объёма ведёт к непропорциональному росту экономических показателей.	3
Эти устройства спроектированы и изготовлены фирмой "Локомотив" по кооперации с рядом предприятий приборостроения.	3
В ряде случаев процессы старения носят необратимый характер и заканчиваются разрушением изоляции.	3
Для укрепления экономического положения сегодня необходимо решить ряд вопросов, одним из которых является сокращение времени непроизводительного использования локомотивов и бригад.	3
На реостатных станциях в депо Октябрьской и Белорусской дорог в течение ряда лет эксплуатируются системы автоматической диагностики и настройки тепловозов (КДН) "Магистраль".	3
Со строго семантической точки зрения ряд традиционных сирконстантов следует считать актантами.	3
Монахи, священники, знатные, простолюдины ― такова "социальная типология" Гонория Августодунского, в общем "вписывающаяся" в ряд подобных же "социологических схем", оставленных церковными авторами X― XII веков [25].	3
Например, когда А. Т. Ф., вслед за Н. А. Морозовым, изучает даты затмений и показывает нам, что данные астрономии в ряде случаев не сходятся с сообщениями древних историков и летописцев, читатель часто не осознаёт, что сравниваемые колонки данных (астрономических и летописных) имеют совершенно разную природу.	3
Наконец, тот или иной текст может включать в себя в качестве частных подструктур и текстовые, и метатекстовые элементы, как это характерно для произведений Стерна "Евгения Онегина", текстов, отмеченных романтической иронией, или ряда произведений XX в. В этом случае коммуникативные токи движутся по вертикали.	3
Её использовал Рабле в ряде эпизодов своего романа, использовал Сервантес, использовали авторы "Писем тёмных людей".	3
Путь русской мысли о Пушкине за полтора столетия был таков, что научному изучению (которое неизбежно становится изучением "по частям") предшествовал ряд творческих высказываний, проникнутых интуицией целого.	3
Основные принципы этой теории закреплены Венецианской Хартией II Международного конгресса архитекторов и технических специалистов (1964 г.), а также в ряде решений международных организаций по охране и реставрации памятников (ЮНЕСКО и др.)	3
Существует ряд разновидностей асбеста, но промышленное значение имеют два основных вида, имеющие, в частности, следующий состав (в зависимости от месторождения составы могут быть и несколько другими):	3
Все медики дают положительную оценку нетканым перевязочным медицинским полотнам типа "Марлин", разработанным институтом, и указывают на ряд преимуществ перед марлей, качество которой в настоящее время вообще не выдерживает критики по разряженности, плохой впитывающей способности, капиллярности, большом количестве брака в рулонах (до 5%).	3
Основной промысловый вид рыб Байкала― это омуль, запасы которого в последнее время значительно сокращаются из-за целого ряда причин, естественных и хозяйственных.	3
Народные промыслы и традиционные занятия, такие, как изготовление кустарных и художественных изделий, другие местные ремёсла, а также непрофессиональная охота, рыбная ловля, сбор лесных ягод, грибов и т. д., должны будут в определённой степени сохраниться и впредь, поскольку они являются неотъемлемой частью образа жизни населения ряда территорий и их этноэкономики.	3
Вначале был разработан ряд требований к функциям АИС, обеспечивающим возможность пользователей реализовать нестандартный сценарий анализа данных, основанный на использовании нерегламентированных многокритериальных запросов и выбор объёма и формы представления результирующей информации, а также обоснована необходимость использования разнообразных средств и методов визуализации предоставляемой пользователям информации, проведения допускного контроля реализации режимов детализации и агрегирования данных.	3
В ряде работ уменьшение масштабов внутренней и международной миграции в России оценивается как устойчивая тенденция [21, с. 13-15; 16, с. 68-70; 8, с. 28-29; 22, с. 17].	3
В большинстве случаев, за исключением Латинской Америки, переводы посылаются не из одной страны, а из ряда стран и регионов.	3
Во вторую группу входят товары культурно-бытового назначения длительного пользования, одежда, обувь и ряд других товаров.	3
Помимо стандартных функций, которые должна выполнять информационно-справочная система (хранение больших объёмов текстовой и другой информации, поиск нужной информации и т. д., ИСС "Информ-экспресс" обладаем рядом таких дополнительных положительных моментов, как возможность использования системы на технических средствах не очень высокого класса; выборка данных не только по тематическому признаку и по контексту документа, но и по периоду, к которому относится информация: несколько возможных вариантов установки системы  в зависимости от требований заказчика.	3
Советская спелеология сравнительно молода, однако её достижения находятся в ряду самых выдающихся в мире.	3
Они поставили ряд вопросов, которым мы и посвятили свои дальнейшие исследования.	3
Из других папоротников, в первую очередь, обращает на себя внимание листовник сколопендровый, с глянцевыми языкоподобными листьями (в ряде стран Европы его называют "олений язык").	3
Всё же, что касается практики освобождения (йога, медитация, эзотерика, религиозные доктрины), должно быть отнесено к другому типологическому ряду и, стало быть, не рассматриваться в историко-философских исследованиях.	3
После краха космогонической гипотезы Джинса рядом исследователей были развиты новые взгляды.	3
Начало нового тысячелетия ознаменовалось двумя эпохальными научными свершениями - в этот ряд поставлены расшифровка генома человека и построение космологической карты Уилкинсона.	3
Другой путь поиска избрал известный в Скандинавии и в ряде зарубежных стран Европы и Америки специалист по иммунологии профессор Карл Борребэк, который применил генные технологии в производстве антител для внедрения их в протеиновые микрочипы.	3
Генетики сопоставили ряд наследственных признаков, характерных для греков, сирийцев и византийцев, живших в то же время, что и Лука.	3
Можно назвать ряд свойств, которые универсально присутствуют в каждом человеческом языке.	3
Большинство методов мониторинга подобных явлений основано на одномерной скоростной модели сейсмики и ряде других методов.	3
Престижное издательство не случайно опубликовало диссертацию Кроне - к тому времени бывшая аспирантка вошла в число ведущих ориенталистов мира, стала профессором известного принстонского Института высших исследований и автором целого ряда глубоких и всеми признанных работ по истории раннего ислама.	3
Тем временем Аманда Винсент и ряд биологов выступают за полное запрещение добычи морских коньков и торговли ими, пытаясь покончить с их хищнической ловлей, как это было сделано в своё время с китобойным промыслом.	3
На примере ряда физич. теорий можно наблюдать способность математич. метода охватывать и самый процесс перехода познания действительности с одной ступени на следующую, более высокую и качественно новую.	3
Ряд предложений Н. Я. Виленкина требует дополнительных разъяснений и уточнений.	3
В 1976-1985 гг. Ю. А. Соколов с сотрудниками и студентами УГГГА провёл детальное минералого-петрографическое исследование центральной части рудного поля, в результате которого были обнаружены и тщательно изучены ссайбелиит (Соколов, Лузин, 1981), пектолит и ряд минералов из группы цеолитов.	3
Так, известный советский иранист В. И. Абаев выявил ряд североиранско-европейских языковых сближений и параллели в области мифологии, бесспорно свидетельствующие о контактах древних иранцев Юго-Восточной Европы с ещё не расчленёнными европейскими племенами.	3
Для проверки своей гипотезы они наблюдали с помощью светофильтров рассеяние солнечного света в ряде жидкостей и паров.	3
Целый ряд особенностей биологического оружия нового поколения ― молекулярного биологического оружия ― имеет уникальный и беспрецедентный характер.	3
Для этого животным пришлось обзавестись рядом приспособлений.	3
Духовенство, городское и сельское, отдельные представители которого ещё до революции проявляли себя как интеллигенты (отец Павел Флоренский), снова выделило из своей среды ряд замечательных представителей интеллигенции (Сергий Булгаков, Викторин Добронравов, Александр Ельчанинов и другие).	3
Интерес к такому использованию проявлялся рядом стран, но не получил продолжения.	3
Вся жизнь моего приятеля представляла, как оказалось, ряд попыток осуществить свою мечту ― жить исключительно эстетической жизнью (а так как у него в высшей степени была развита способность находить интересное в жизни, то он и пользовался ею), а затем поэтически воспроизводить пережитое на бумаге.	3
А ведь ряд задаваемых Хоружим вопросов: "Как возможно богословие после Освенцима (тезис)?	3
Писатель не только регистрирует факты, но и выдвигает ряд обобщений и предложений: и по вопросам административного устройства, и по вопросам идеологии ― вплоть до требования к государству признать бедность общественным злом.	3
6) военные (все работники силовых структур)  .  Эта классификация имеет целый ряд недостатков.  Она не учитывает отраслевые различия, в значительной степени определяющие дифференциацию статусов внутри социально-экономической группы, лишь косвенно отражает уровень образования и степень урбанизированности населённого пункта, в котором живёт и трудится соответствующий работник.	3
Предощущение Нового года поддерживается и целым рядом массовых представлений, восходящих к традиционной инициальной магии (магии начала): "Как Новый год проведёшь, таким он и будет" [11]; "С кем Новый год проведёшь, с тем и весь год проведёшь" (отсюда предписание: "Новый год надо встречать в семье" ) и т. д. К этим представлениям примыкает непреложный императив ― праздновать Новый год.	3
В забастовочных акциях 1990-х годов приняли участие коллективы таких крупнейших российских производственных объединений, как Ростсельмаш, Кировский, Балтийский заводы в Петербурге, Норильский горно-металлургический комбинат, судостроительный завод "Янтарь" (г. Калининград) и ряд других предприятий федерального значения.	3
Успехи американцев в ряде акций чаще всего объясняют технологическим превосходством, бесконтактным оружием.	3
Высказывается мнение, что не имеет значения, кто будет рассматривать жалобу ― судья или прокурор, и что прокурорский порядок в этом отношении имеет даже ряд преимуществ.	3
В поисках объяснения этого странного феномена заслуги Маклюэна часто сводят к тому, что он предсказал роль электронных СМИ в современную эпоху и их связь с глобализацией, революционизировал исследования массовой культуры и СМИ и создал ряд удачных афоризмов, таких как "Средство коммуникации есть сообщение" и "глобальная деревня" [1].	3
Но в целом ряде областей газеты практически нет.	3
Прежде чем перейти к рассмотрению конкретных данных о составе суда присяжных, сделаем ряд замечаний общего характера.	3
В Великобритании долго вместо общего законодательства действовал ряд законов о предоставлении доступа к документам госучреждений в конкретных областях.	3
Один из крупнейших книжных магазинов столицы подвёл итоги минувшего года и наградил лучших из лучших авторов и деловых партнёров в целом ряде номинаций.	3
Корпорация МТС с рядом своих партнёров в настоящее время тестирует в Новосибирске универсальную систему платежей.	3
― Однако у нас есть целый ряд причин, по которым мы выбрали именно его.	3
В-третьих, потребуется пересмотр ряда ранее принятых популистских законов, которые не имеют материальной основы.	3
